AF1,AF2,AF3,AF4,AF5,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,PP1,PP2,PP3,F1,F2,F3,F4,F5,F6,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,MSWHIM1,MSWHIM2,MSWHIM3,E1,E2,E3,E4,E5,PD1,PD2,PRIN1,PRIN2,PRIN3,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,SV1,SV2,SV3,SV4,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,SVGER1,SVGER2,SVGER3,SVGER4,SVGER5,SVGER6,SVGER7,SVGER8,SVGER9,SVGER10,SVGER11,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,VSTPV1,VSTPV2,VSTPV3,VSTPV4,VSTPV5,VSTPV6,Z1,Z2,Z3,Z4,Z5
-1.256054206,-0.176231486,-0.32825316000000004,0.17216554000000003,-0.37361995800000003,-1.232,-1.088,0.17,0.378,0.49800000000000005,-0.264,-0.298,0.22599999999999998,-0.13,0.12,-0.7879999999999999,-0.27799999999999997,-0.03600000000000001,0.6771999999999999,0.4502,-0.2594,-0.0992000000000001,-0.2974,0.46560000000000007,-0.4539999999999999,-0.53,0.898,-0.874,-0.40199999999999997,0.398,0.42000000000000004,-0.31399999999999995,0.582,0.4,-0.794,0.5719999999999998,-0.306,-0.23159999999999997,0.1146,-0.08,0.09299999999999997,-0.18960000000000002,-0.6799999999999999,-0.7380000000000001,7.936319999999999,-2.8788400000000003,-2.38816,5.324000000000001,-2.6079999999999997,-0.6980000000000001,0.11599999999999992,0.9120000000000001,-0.03400000000000003,0.554,-0.454,0.24980000000000002,0.13419999999999999,-0.10600000000000001,-0.004999999999999982,-1.0592000000000001,-0.6167999999999999,-0.0736,0.373,-0.396,0.10019999999999998,0.178,-0.5836,-2.79294,0.45518000000000003,0.04732000000000003,-1.8386400000000003,-0.26384,-0.28817999999999994,-4.1411,0.73048,-0.14794000000000002,-4.112260000000001,-0.005819999999999981,-5.840000000000001,-0.5319999999999999,-0.20400000000000001,1.1099999999999999,0.45,0.7500000000000001,-0.866,-0.08600000000000001,-0.986,0.148,-0.39599999999999996,-0.708,-0.23199999999999998,-1.008,0.20600000000000002,0.9479999999999998,0.252,-0.30199999999999994,0.276,-1.816,-1.802,0.5519999999999999,-0.40999999999999986,-0.844
-0.0513502322727273,0.2701227968181818,0.8485777681818182,0.10826351363636366,1.073584345,-0.03454545454545457,-0.20545454545454553,0.19863636363636364,-0.027727272727272732,0.5222727272727273,0.12136363636363635,0.15181818181818177,0.013181818181818183,-0.07818181818181821,-0.03227272727272728,-0.09409090909090909,-0.1509090909090909,0.35318181818181826,-0.32586363636363647,-0.17736363636363636,-0.23822727272727276,-0.24222727272727276,-0.4363636363636363,0.7579090909090909,0.2427272727272727,-0.09590909090909093,0.7186363636363636,0.19909090909090912,-0.32636363636363636,0.4436363636363637,0.5654545454545454,0.09727272727272726,-0.21863636363636366,0.5377272727272726,-0.3604545454545454,0.38818181818181813,-0.13,0.005318181818181816,0.02700000000000001,0.04018181818181818,0.0124090909090909,-0.1928181818181818,-0.17136363636363633,0.18954545454545463,-0.4602772727272729,0.3679500000000001,-0.9546954545454547,0.19363636363636358,-0.2463636363636366,0.970909090909091,0.3077272727272726,0.9904545454545453,0.4645454545454546,0.2913636363636364,0.12863636363636363,0.21418181818181817,0.04472727272727272,-0.031590909090909086,0.038,-0.7898181818181818,-0.05654545454545457,-0.05518181818181818,0.1822272727272727,-0.20568181818181816,-0.5328636363636364,0.43290909090909085,0.2730454545454545,-0.2927681818181819,0.10201363636363645,-1.255777272727273,-0.24580909090909098,0.24834999999999996,-0.4408136363636363,-1.5930090909090908,-0.5292863636363636,-0.3950863636363637,0.24338181818181825,1.1680272727272727,-4.2322727272727265,0.41636363636363644,-0.33136363636363636,0.25545454545454543,0.7159090909090909,-0.2122727272727273,-0.18045454545454548,-0.06454545454545452,0.33954545454545443,0.4227272727272728,0.2786363636363636,0.1509090909090908,-0.12090909090909091,-0.7645454545454545,0.38181818181818167,0.45545454545454545,-0.26954545454545453,0.32409090909090915,-0.08500000000000006,0.7468181818181819,-0.45318181818181813,-0.37454545454545446,0.38636363636363635,-0.7077272727272728
1.2096700933333333,0.07136528000000002,1.7108972999999998,-0.22493600000000002,2.0188605633333334,0.33666666666666667,0.63,-0.7466666666666666,-0.23666666666666666,0.66,-0.06,0.36999999999999994,0.02,0.2233333333333333,-0.54,0.57,0.3833333333333333,0.5966666666666667,-0.7623333333333333,0.030666666666666658,0.8513333333333333,-0.158,-0.35200000000000004,1.3913333333333335,0.41999999999999993,1.19,0.6466666666666667,1.0033333333333332,-0.05333333333333331,-0.6133333333333334,0.5866666666666666,0.18666666666666668,-0.10000000000000002,0.6866666666666666,0.07999999999999999,0.33666666666666667,0.48,0.09100000000000001,-0.25233333333333335,0.16266666666666665,-0.22633333333333336,-0.16066666666666665,2.026666666666667,0.7866666666666667,-4.044866666666667,7.926133333333333,1.5670666666666666,-1.5466666666666669,5.0633333333333335,1.4533333333333334,1.2666666666666666,0.12666666666666662,0.6266666666666666,0.7266666666666667,0.49666666666666665,0.21066666666666667,-0.12966666666666668,0.16966666666666666,-0.106,-0.085,0.515,0.4613333333333334,-0.20833333333333334,-0.26133333333333336,0.31899999999999995,0.22733333333333336,0.523,5.375366666666667,-0.9645999999999999,-1.0715000000000001,0.2585,0.6054666666666666,0.42973333333333336,5.0746,-0.8560333333333334,-1.0791333333333333,7.898733333333333,0.8009666666666666,-0.09333333333333327,1.92,-0.9266666666666666,-0.5499999999999999,-0.20666666666666664,-0.6766666666666666,1.25,1.0366666666666666,0.9333333333333332,1.24,0.7966666666666667,0.6566666666666666,0.14666666666666664,-0.12666666666666665,0.79,-0.3666666666666667,0.013333333333333345,0.5333333333333333,0.02,1.09,1.9433333333333334,-1.8533333333333335,1.1733333333333333,-0.4433333333333333
0.8502818225,0.40319893749999997,0.09326359999999984,-0.0011583750000000032,0.8522770325,0.4625,0.36,-0.45499999999999996,-0.0975,0.545,0.09000000000000001,0.28,-0.185,0.3225,-0.4375,0.53,0.0825,0.59,-0.6955,-0.18875,0.36874999999999997,0.02700000000000001,-0.25525,1.0265,0.5175,0.6224999999999999,0.525,0.8575,-0.09249999999999997,-0.5675000000000001,-0.0325,-0.1475,-0.3175,0.4575,-0.14,0.405,0.10999999999999999,0.11800000000000002,-0.12975,0.11825,-0.18675,-0.16949999999999998,0.93,0.685,-4.683275,4.631375,0.8927,-2.3025,3.16,0.9225,1.2275,0.34249999999999997,0.21499999999999997,0.5725,0.535,0.217,-0.09175,0.08900000000000001,0.037999999999999985,-0.39949999999999997,0.3085,0.11674999999999999,-0.1685,-0.05874999999999999,-0.14400000000000002,0.21200000000000002,0.46225000000000005,5.715925,-1.676475,-1.4121499999999998,0.25435,0.5799749999999999,0.03142499999999998,5.32125,-1.4116,-1.2432999999999998,8.689675000000001,1.46555,-1.9300000000000002,1.2775,-0.5249999999999999,-0.45499999999999996,0.24,-0.675,0.7224999999999999,0.51,0.5975,0.85,0.665,0.3325,0.13749999999999998,-0.405,0.47250000000000003,-0.10499999999999998,-0.1775,0.695,-0.0925,1.415,1.19,-1.1025,0.5325,-0.165
0.6738618940000001,0.38770145599999994,0.5173031199999999,0.180653,0.944495696,0.40800000000000003,0.142,-0.328,-0.08,0.44000000000000006,0.148,0.164,-0.5399999999999999,0.288,-0.33799999999999997,0.5040000000000001,-0.061999999999999986,0.546,-0.5628,-0.24100000000000002,0.17299999999999996,0.0898,-0.18080000000000002,0.9366,0.466,0.358,0.662,0.812,-0.094,-0.41200000000000003,0.022,-0.348,-0.36599999999999994,0.404,-0.22799999999999998,0.49400000000000005,-0.09,0.10800000000000001,-0.0744,0.09159999999999999,-0.1758,-0.1904,0.506,0.6040000000000001,-4.5645,3.02738,0.74896,-2.242,2.174,0.5980000000000001,1.186,0.48599999999999993,-0.06799999999999998,0.6060000000000001,0.7579999999999999,0.2162,-0.0462,0.029600000000000005,0.09999999999999998,-0.5318,0.06119999999999996,-0.08880000000000002,-0.1474,0.06060000000000003,-0.27019999999999994,0.14020000000000002,0.22640000000000002,3.78686,-1.3799,-0.96898,0.15096000000000004,0.66016,0.09583999999999997,3.50792,-1.2581600000000002,-0.82456,5.98592,1.27252,-2.738,0.898,-0.19799999999999995,-0.30200000000000005,0.382,-0.608,0.476,0.29799999999999993,0.266,0.6679999999999999,0.53,0.10799999999999996,0.188,-0.532,0.318,0.004000000000000048,-0.386,0.442,-0.10800000000000001,1.282,0.516,-1.106,0.13400000000000006,-0.21199999999999997
0.006682269729729723,0.5261285305405407,0.30785861351351346,-0.13814696756756756,0.6151491462162161,0.1027027027027027,0.14405405405405403,0.28243243243243243,0.23108108108108114,0.29486486486486485,-0.002162162162162188,0.18378378378378377,0.05999999999999999,0.12756756756756757,-0.08243243243243242,-0.05513513513513517,-0.2916216216216217,0.23378378378378378,-0.05991891891891891,-0.5247297297297296,-0.2906486486486487,-0.20118918918918918,-0.3832432432432432,0.13637837837837838,0.5043243243243244,-0.20297297297297295,0.20891891891891892,0.022702702702702693,0.2097297297297298,0.16081081081081078,0.5018918918918919,0.34243243243243243,-0.04729729729729728,0.19783783783783787,-0.0918918918918919,0.3840540540540541,-0.34324324324324323,0.043675675675675665,0.08618918918918919,0.0762162162162162,0.0391081081081081,-0.08402702702702705,-0.5708108108108109,0.24540540540540545,-1.0049594594594593,-0.7240054054054053,-0.5902675675675676,-0.877837837837838,-0.9437837837837842,1.4748648648648648,-0.06324324324324329,0.5327027027027027,0.3827027027027027,0.23729729729729732,0.0818918918918919,0.20410810810810806,0.028783783783783795,0.012702702702702707,0.075,-0.8406216216216216,-0.012810810810810822,0.08667567567567569,0.08267567567567569,-0.173,-0.7056216216216216,0.1312162162162162,0.4180540540540541,-0.4699081081081081,0.9154702702702703,-1.110881081081081,0.4596972972972973,0.3676135135135136,-0.05829729729729729,-1.4582648648648648,-0.07218918918918922,-0.20456216216216214,0.02158918918918921,0.5040594594594595,-4.565945945945945,-0.21000000000000005,-0.18189189189189187,-0.08864864864864863,0.8421621621621622,-0.15243243243243243,-0.28243243243243243,-0.3213513513513514,0.5232432432432432,0.21135135135135136,0.19297297297297297,0.0959459459459459,-0.22891891891891894,-0.8216216216216214,0.08702702702702701,0.36648648648648646,-0.3089189189189189,0.5816216216216216,-0.42702702702702705,0.672972972972973,-0.4659459459459459,0.3583783783783784,0.036756756756756756,-0.5272972972972972
-0.14725335972972972,0.1075353045945946,0.9324482027027027,0.36831942432432435,0.7187253810810812,-0.022162162162162175,-0.18378378378378377,-0.02864864864864867,0.14486486486486488,-0.17486486486486488,0.3464864864864865,0.22783783783783784,0.03297297297297299,0.017837837837837843,-0.06864864864864866,-0.3189189189189189,-0.30594594594594593,0.09216216216216218,0.007594594594594637,-0.2586756756756756,-0.06243243243243241,0.45818918918918916,-0.22051351351351353,-0.039,0.11783783783783787,-0.3062162162162162,0.27972972972972965,-0.04864864864864866,0.058918918918918914,-0.2964864864864865,0.187027027027027,0.5745945945945948,0.039459459459459494,-0.3470270270270271,-0.30000000000000004,0.40027027027027023,-0.38702702702702707,-0.011567567567567561,0.08862162162162161,-0.02835135135135135,-0.07302702702702704,-0.003270270270270269,-0.522162162162162,-0.2886486486486486,0.5258702702702706,-1.728021621621621,0.8456162162162162,-0.08567567567567569,-1.400810810810811,0.16378378378378375,0.2883783783783784,-0.13324324324324327,0.35108108108108116,0.4678378378378378,-0.014594594594594584,0.22397297297297294,0.07705405405405405,-0.008810810810810808,-0.06243243243243242,-0.9059189189189191,-0.26618918918918927,-0.113027027027027,0.034891891891891895,-0.24824324324324326,-0.4102162162162163,-0.009567567567567558,0.37010810810810807,-1.8056297297297295,-0.12665675675675667,0.2735594594594593,0.024613513513513475,0.7171000000000001,0.23908918918918917,-2.6476675675675674,0.44649999999999995,-0.45106756756756744,-2.0416432432432434,0.45836486486486483,-4.912972972972973,-0.18837837837837834,-0.05351351351351351,0.36729729729729726,0.7894594594594594,0.135945945945946,-0.20189189189189194,-0.3332432432432432,0.026756756756756702,0.07918918918918916,-0.404054054054054,0.3291891891891891,-0.2905405405405405,-0.8781081081081081,0.14972972972972975,0.4508108108108108,-0.3954054054054053,0.19243243243243247,-0.4643243243243245,-0.32999999999999996,-0.7786486486486485,-0.35351351351351357,-0.36,0.21648648648648647
-0.29300383461538454,0.1896075074358974,-0.04031857692307699,0.21047715897435892,0.15700491846153852,-0.03846153846153844,-0.2517948717948718,0.40871794871794864,0.12974358974358977,0.3033333333333333,0.21717948717948715,0.04102564102564102,-0.1505128205128205,0.011282051282051305,0.07897435897435895,-0.20282051282051286,-0.396923076923077,0.151025641025641,-0.05466666666666668,-0.2015897435897436,-0.41171794871794887,0.09276923076923074,-0.37112820512820516,-0.05251282051282048,0.09717948717948717,-0.47897435897435897,0.09769230769230768,-0.15307692307692305,-0.19487179487179487,0.048974358974359006,0.27846153846153854,0.08692307692307694,-0.09743589743589741,-0.04846153846153843,-0.34153846153846157,0.4025641025641025,-0.4933333333333333,0.006025641025641022,0.10492307692307691,-0.03348717948717949,0.04028205128205128,-0.05394871794871795,-0.9479487179487176,-0.0782051282051282,0.12087692307692315,-2.3510948717948716,-0.9311205128205129,0.09230769230769235,-1.767692307692308,0.3025641025641025,0.10333333333333329,0.4920512820512822,0.35717948717948733,0.21205128205128204,-0.014871794871794863,0.22443589743589748,0.07743589743589742,-0.06330769230769231,0.07430769230769231,-0.9915128205128206,-0.3228974358974359,-0.25948717948717953,0.0924102564102564,-0.04505128205128205,-0.744974358974359,0.188974358974359,0.2411538461538462,-2.0783717948717952,0.24774102564102563,0.013082051282051298,-0.12659230769230773,0.18383333333333335,-0.4359717948717947,-2.885879487179487,0.024851282051282054,-0.12262307692307693,-2.5410538461538468,0.6806512820512819,-5.442564102564102,-0.5489743589743589,0.2171794871794872,0.3282051282051282,1.0566666666666666,0.02307692307692306,-0.46641025641025646,-0.444871794871795,0.0002564102564102424,0.034102564102564084,-0.08076923076923077,-0.012820512820512912,-0.4482051282051283,-0.9592307692307693,-0.028205128205128202,0.6241025641025642,-0.5166666666666667,0.24641025641025643,-0.2733333333333333,0.25307692307692287,-0.8230769230769229,0.48230769230769244,-0.247948717948718,-0.0928205128205128
0.21799825000000003,-0.145743026,0.31577635999999987,0.176891684,0.7760083284,0.0972,-0.07680000000000001,-0.4152,-0.07759999999999999,0.2672,0.23000000000000004,0.2696,-0.0724,0.005999999999999994,-0.14200000000000002,-0.008799999999999985,-0.08719999999999999,0.38359999999999994,-0.21943999999999997,0.17904000000000003,0.113,0.29247999999999996,-0.10204000000000002,0.5527600000000001,-0.12080000000000002,0.13679999999999998,0.29560000000000003,0.34119999999999995,0.3172,-0.4296,0.2404,0.005200000000000014,-0.2064,0.48719999999999997,-0.34840000000000004,0.48800000000000004,-0.1316,0.014720000000000004,-0.05355999999999999,-0.03232000000000001,-0.11488000000000004,-0.06056,0.26160000000000005,0.09760000000000002,-0.849416,1.3407120000000001,0.854976,-0.3400000000000001,0.7692,0.26159999999999994,1.0584,-0.040399999999999964,0.41759999999999997,-0.06320000000000003,0.1452,0.22820000000000001,0.017799999999999996,0.03252000000000001,-0.06028000000000001,-0.6854399999999999,0.006999999999999975,0.02063999999999999,-0.06024,-0.20884000000000003,0.06343999999999995,0.29492,0.27668,1.3551239999999998,-0.72652,-0.573284,-0.4063000000000001,0.720312,0.043208,0.4421480000000001,-0.169664,-0.7897280000000001,2.030336,0.27094799999999997,-3.6467999999999994,0.6384,-0.606,0.24919999999999995,0.3148,-0.13119999999999996,0.07399999999999998,0.14639999999999997,0.1708,0.5788,0.08360000000000001,0.43599999999999994,-0.05360000000000001,-0.6739999999999999,0.45280000000000004,0.3292,0.051199999999999996,0.37,-0.13840000000000002,0.22199999999999995,-0.12399999999999992,-1.0776000000000001,0.5796,-0.01160000000000002
0.1110576,0.6614817354545455,-0.2512450727272728,-0.0646310454545455,-0.2165980154545454,0.38818181818181813,0.24363636363636362,0.39454545454545453,-0.030909090909090907,-0.17545454545454545,0.31,-0.08272727272727275,-0.36999999999999994,-0.4118181818181817,0.013636363636363629,0.16363636363636358,-0.31181818181818177,-0.06909090909090909,-0.23418181818181819,-0.7124545454545455,-0.0850909090909091,-0.014363636363636391,-0.006909090909090915,-0.5657272727272726,0.740909090909091,-0.02727272727272723,-0.33,-0.07818181818181819,-0.23454545454545456,-0.03909090909090909,-0.16545454545454547,0.032727272727272674,-0.23090909090909084,-0.4200000000000001,-0.02999999999999998,0.38090909090909086,-0.6618181818181817,0.07881818181818184,0.0850909090909091,0.10936363636363634,0.006727272727272726,0.07372727272727274,-0.24727272727272717,0.16999999999999996,-1.6119545454545454,-0.720690909090909,0.3732363636363637,-1.538181818181818,-0.3827272727272728,0.679090909090909,-0.6736363636363637,-0.1063636363636364,-0.3018181818181818,0.3981818181818182,-0.21090909090909093,0.21263636363636362,-0.005909090909090905,-0.015000000000000003,0.09272727272727273,-0.7261818181818182,-0.1990909090909091,-0.3868181818181819,-0.2618181818181818,0.28290909090909094,-0.4819090909090909,0.12109090909090908,0.07990909090909083,-0.5478181818181819,-0.4002636363636363,1.4019454545454542,0.1619909090909091,-0.16122727272727272,-0.5186090909090908,0.5169272727272728,-0.028827272727272722,0.37201818181818197,-1.1416727272727274,0.2866090909090909,-3.6872727272727275,-0.759090909090909,0.489090909090909,-0.2727272727272727,0.7518181818181818,-0.06818181818181812,0.16272727272727275,-0.21181818181818182,0.32909090909090905,-0.3209090909090909,-0.00272727272727275,0.060909090909090864,-0.1309090909090909,-0.700909090909091,-0.3536363636363636,0.24454545454545454,-0.5636363636363636,0.42090909090909084,-0.3063636363636364,0.3327272727272726,0.4845454545454547,0.6336363636363637,-0.24727272727272726,0.4663636363636364
