model,accuracy,precision,recall,f1,roc_auc
SVC,0.7204301075268817,0.7527763088313062,0.7204301075268817,0.713572732805843,0.7256944444444444
RFC,0.7419354838709677,0.75536348201883,0.7419354838709677,0.7398349587396849,0.7451388888888888
NBC,0.5698924731182796,0.6070426768182728,0.5698924731182796,0.5409201351164491,0.578125
MPC,0.6290322580645161,0.6291759174611468,0.6290322580645161,0.6290859110890071,0.6288194444444445
