model,accuracy,precision,recall,f1,roc_auc
SVC,0.8870056497175142,0.8891746217286838,0.8870056497175142,0.8870705889992856,0.8884408602150538,RFC,0.8870056497175142,0.8870738234590196,0.8870056497175142,0.886925994638489,0.886136712749616,NBC,0.8305084745762712,0.8402550035246881,0.8305084745762712,0.8301294684818533,0.8341013824884792,MPC,0.8813559322033898,0.8819988310929281,0.8813559322033898,0.8814241772812135,0.8819124423963135,
